User_ID,Gender,Age_Group,Region,Subscription_Type,Subscription_Start_Date,Subscription_End_Date,Device_Type,Engagement_Level
U0350,Female,50+,North,Free Trial,02/01/2025,02/12/2025,Mobile,High
U0351,Female,50+,North,Free Trial,20/01/2025,26/07/2025,Tablet,High
U0352,Other,18-25,Central,Free Trial,11/08/2024,10/12/2024,Smart TV,Medium
U0353,Other,36-50,Central,Premium,03/11/2025,16/10/2026,Laptop,Low
U0354,Other,26-35,North,Premium,11/06/2023,06/12/2023,Mobile,Low
U0355,Other,18-25,North,Premium,12/12/2022,21/11/2023,Tablet,Low
U0356,Female,18-25,North,Premium,19/01/2022,02/12/2022,Tablet,High
U0357,Other,36-50,Central,Free Trial,24/01/2024,06/10/2024,Smart TV,Medium
U0358,Female,18-25,East,Premium,15/09/2023,01/06/2024,Smart TV,Medium
U0359,Female,18-25,North,Basic,02/01/2024,19/11/2024,Smart TV,Medium
U0360,Female,36-50,East,Free Trial,03/09/2024,11/03/2025,Tablet,Low
U0361,Male,26-35,Central,Basic,18/03/2022,03/07/2022,Smart TV,Low
U0362,Female,36-50,South,Free Trial,26/07/2022,20/03/2023,Mobile,Medium
U0363,Other,36-50,East,Basic,29/04/2022,01/08/2022,Tablet,High
U0364,Other,26-35,West,Free Trial,02/01/2024,08/08/2024,Tablet,Low
U0365,Male,36-50,South,Free Trial,21/08/2023,04/08/2024,Smart TV,High
U0366,Female,18-25,South,Free Trial,01/07/2024,13/01/2025,Tablet,Medium
U0367,Female,18-25,East,Basic,09/12/2024,15/05/2025,Smart TV,High
U0368,Male,18-25,Central,Premium,05/07/2024,15/11/2024,Smart TV,High
U0369,Female,26-35,West,Basic,03/05/2023,25/08/2023,Mobile,High
U0370,Male,26-35,West,Premium,18/12/2022,18/12/2023,Smart TV,Low
U0371,Female,18-25,West,Free Trial,04/09/2023,04/06/2024,Smart TV,Medium
U0372,Male,26-35,West,Free Trial,27/08/2022,26/04/2023,Laptop,Low
U0373,Other,26-35,Central,Free Trial,02/06/2024,22/01/2025,Smart TV,Low
U0374,Other,26-35,North,Premium,21/01/2022,25/10/2022,Laptop,High
U0375,Male,26-35,South,Premium,14/01/2022,09/05/2022,Smart TV,High
U0376,Other,50+,East,Premium,18/11/2023,21/08/2024,Mobile,High
U0377,Male,18-25,North,Free Trial,26/10/2025,06/09/2026,Laptop,Low
U0378,Other,50+,West,Free Trial,10/04/2023,12/01/2024,Tablet,High
U0379,Other,26-35,South,Premium,06/12/2023,02/05/2024,Mobile,Low
U0380,Other,18-25,Central,Basic,05/12/2022,02/06/2023,Tablet,Medium
U0381,Male,18-25,East,Basic,03/08/2022,07/04/2023,Mobile,High
U0382,Other,18-25,Central,Basic,02/06/2024,03/01/2025,Laptop,Medium
U0383,Male,26-35,South,Premium,06/10/2024,11/06/2025,Tablet,Low
U0384,Female,26-35,Central,Free Trial,01/01/2023,12/06/2023,Tablet,High
U0385,Female,26-35,West,Premium,13/07/2024,28/04/2025,Smart TV,Low
U0386,Male,18-25,South,Premium,23/01/2024,22/01/2025,Mobile,Medium
U0387,Male,36-50,Central,Basic,22/01/2022,24/12/2022,Laptop,Medium
U0388,Female,50+,South,Free Trial,02/11/2024,30/08/2025,Mobile,Medium
U0389,Male,18-25,West,Free Trial,26/03/2025,15/11/2025,Laptop,High
U0390,Male,36-50,South,Free Trial,25/09/2022,19/04/2023,Smart TV,High
U0391,Other,50+,East,Basic,28/07/2022,14/11/2022,Mobile,Low
U0392,Female,26-35,East,Basic,30/11/2023,04/06/2024,Laptop,Medium
U0393,Male,36-50,West,Basic,08/06/2024,13/04/2025,Mobile,Low
U0394,Female,36-50,West,Basic,25/12/2023,11/04/2024,Smart TV,Low
U0395,Other,50+,East,Premium,31/01/2025,05/11/2025,Smart TV,High
U0396,Other,18-25,East,Free Trial,26/04/2023,25/03/2024,Smart TV,High
U0397,Other,18-25,East,Premium,19/06/2022,31/03/2023,Laptop,High
U0398,Female,18-25,South,Free Trial,10/12/2022,31/03/2023,Laptop,Medium
U0399,Female,50+,North,Premium,05/07/2023,07/04/2024,Laptop,Low
U0400,Male,26-35,West,Free Trial,26/11/2022,18/06/2023,Tablet,Low
U0401,Male,18-25,Central,Premium,22/04/2022,13/10/2022,Mobile,Low
U0402,Male,26-35,South,Free Trial,13/10/2023,24/08/2024,Laptop,Medium
U0403,Female,36-50,East,Premium,21/01/2025,02/09/2025,Mobile,High
U0404,Female,18-25,South,Free Trial,17/12/2024,30/09/2025,Tablet,High
U0405,Male,50+,East,Basic,12/11/2023,02/11/2024,Laptop,Medium
U0406,Female,50+,West,Free Trial,18/09/2024,30/04/2025,Tablet,Medium
U0407,Male,26-35,East,Premium,23/02/2022,01/06/2022,Smart TV,Low
U0408,Male,36-50,Central,Basic,11/09/2022,28/03/2023,Smart TV,High
U0409,Female,36-50,South,Free Trial,26/03/2023,29/09/2023,Laptop,Medium
U0410,Other,36-50,East,Free Trial,11/05/2024,26/10/2024,Smart TV,Medium
U0411,Female,50+,North,Premium,13/12/2025,18/05/2026,Tablet,Medium
U0412,Male,26-35,East,Basic,18/04/2023,20/12/2023,Mobile,Low
U0413,Other,26-35,East,Premium,01/11/2022,01/05/2023,Mobile,High
U0414,Other,26-35,West,Basic,17/06/2022,14/11/2022,Smart TV,Medium
U0415,Male,26-35,East,Free Trial,11/03/2022,12/10/2022,Smart TV,High
U0416,Female,18-25,West,Free Trial,29/04/2025,05/01/2026,Mobile,Medium
U0417,Male,36-50,Central,Premium,01/01/2023,24/08/2023,Tablet,Medium
U0418,Female,18-25,Central,Basic,12/07/2024,06/01/2025,Smart TV,High
U0419,Other,26-35,North,Free Trial,03/11/2022,12/03/2023,Mobile,Medium
U0420,Other,26-35,South,Basic,13/08/2025,04/07/2026,Tablet,Low
U0421,Female,26-35,East,Premium,17/04/2025,11/02/2026,Smart TV,High
U0422,Other,36-50,North,Basic,13/07/2023,07/04/2024,Smart TV,High
U0423,Male,36-50,East,Basic,31/10/2025,25/03/2026,Laptop,Low
U0424,Other,18-25,East,Premium,17/12/2022,22/10/2023,Smart TV,Low
U0425,Other,18-25,South,Free Trial,27/07/2022,13/07/2023,Tablet,High
U0426,Male,18-25,North,Premium,23/09/2023,19/05/2024,Smart TV,Low
U0427,Female,50+,East,Premium,27/11/2024,24/06/2025,Mobile,High
U0428,Other,50+,West,Free Trial,11/03/2024,16/06/2024,Smart TV,Low
U0429,Other,18-25,West,Free Trial,06/06/2025,16/03/2026,Laptop,Medium
U0430,Other,50+,North,Premium,13/05/2022,25/02/2023,Laptop,Low
U0431,Female,26-35,West,Premium,29/05/2023,30/08/2023,Laptop,Medium
U0432,Male,36-50,East,Premium,18/08/2022,17/02/2023,Smart TV,Medium
U0433,Male,36-50,South,Premium,10/05/2025,11/12/2025,Mobile,Medium
U0434,Female,50+,North,Basic,25/02/2025,16/01/2026,Laptop,Low
U0435,Other,50+,West,Premium,30/04/2025,08/10/2025,Smart TV,Medium
U0436,Female,18-25,Central,Basic,05/05/2023,10/12/2023,Smart TV,Medium
U0437,Other,18-25,West,Basic,24/04/2023,24/07/2023,Smart TV,Medium
U0438,Male,50+,East,Premium,07/09/2024,29/03/2025,Laptop,Low
U0439,Other,50+,East,Premium,04/09/2024,08/02/2025,Laptop,Low
U0440,Female,36-50,North,Premium,09/11/2025,06/04/2026,Laptop,Low
U0441,Female,50+,West,Premium,17/02/2023,15/01/2024,Mobile,Medium
U0442,Female,26-35,East,Premium,22/10/2022,13/09/2023,Tablet,High
U0443,Male,36-50,Central,Free Trial,06/08/2023,05/03/2024,Smart TV,Medium
U0444,Other,26-35,East,Premium,14/08/2025,07/02/2026,Tablet,Medium
U0445,Male,36-50,East,Free Trial,21/10/2024,22/04/2025,Laptop,Medium
U0446,Male,36-50,East,Premium,08/07/2023,17/05/2024,Smart TV,High
U0447,Female,50+,West,Premium,08/02/2022,30/11/2022,Tablet,Low
U0448,Female,26-35,East,Basic,31/08/2022,05/04/2023,Smart TV,Low
U0449,Male,36-50,East,Free Trial,03/02/2023,10/05/2023,Laptop,Medium
U0450,Other,26-35,South,Free Trial,03/01/2024,02/01/2025,Mobile,Low
U0451,Male,50+,East,Free Trial,24/03/2024,04/12/2024,Tablet,Medium
U0452,Other,18-25,West,Premium,20/03/2025,24/10/2025,Laptop,Low
U0453,Female,50+,South,Free Trial,05/09/2025,09/07/2026,Laptop,Low
U0454,Male,50+,East,Premium,14/08/2022,10/08/2023,Laptop,Medium
U0455,Male,18-25,South,Basic,28/01/2024,06/05/2024,Mobile,High
U0456,Other,50+,North,Free Trial,01/01/2025,17/07/2025,Laptop,High
U0457,Male,18-25,East,Free Trial,07/01/2023,22/12/2023,Smart TV,Low
U0458,Male,18-25,East,Premium,22/04/2025,03/04/2026,Smart TV,Medium
U0459,Female,26-35,West,Free Trial,16/06/2025,29/05/2026,Laptop,High
U0460,Female,50+,Central,Premium,15/02/2023,15/01/2024,Tablet,Medium
U0461,Other,18-25,Central,Free Trial,19/12/2024,14/11/2025,Smart TV,High
U0462,Other,26-35,Central,Free Trial,18/06/2023,15/10/2023,Laptop,Medium
U0463,Female,50+,East,Premium,06/10/2023,17/04/2024,Tablet,Medium
U0464,Male,18-25,Central,Basic,07/05/2025,08/12/2025,Mobile,Low
U0465,Male,50+,Central,Basic,23/09/2024,07/09/2025,Smart TV,High
U0466,Female,50+,West,Free Trial,11/08/2025,12/11/2025,Smart TV,High
U0467,Other,36-50,West,Premium,17/03/2025,18/11/2025,Mobile,High
U0468,Other,50+,North,Basic,17/01/2022,19/09/2022,Tablet,High
U0469,Female,50+,North,Basic,03/12/2023,01/07/2024,Tablet,Low
U0470,Female,18-25,North,Free Trial,10/07/2023,02/06/2024,Mobile,High
U0471,Female,26-35,North,Premium,13/01/2023,31/08/2023,Laptop,High
U0472,Female,36-50,North,Premium,08/01/2022,15/04/2022,Laptop,High
U0473,Male,26-35,Central,Basic,01/10/2025,29/08/2026,Smart TV,High
U0474,Other,18-25,South,Basic,08/11/2023,14/05/2024,Laptop,Medium
U0475,Female,36-50,North,Basic,07/11/2024,13/02/2025,Laptop,Medium
U0476,Female,18-25,East,Premium,17/04/2024,19/01/2025,Smart TV,Low
U0477,Other,50+,North,Free Trial,21/04/2025,17/04/2026,Mobile,High
U0478,Other,50+,West,Free Trial,21/03/2022,21/03/2023,Mobile,Low
U0479,Female,18-25,West,Free Trial,20/03/2024,26/07/2024,Tablet,High
U0480,Other,26-35,North,Premium,28/11/2025,19/10/2026,Tablet,High
U0481,Female,18-25,East,Basic,28/05/2023,11/11/2023,Mobile,Low
U0482,Other,36-50,West,Premium,09/01/2023,17/04/2023,Smart TV,High
U0483,Female,50+,East,Free Trial,02/11/2024,19/10/2025,Tablet,Low
U0484,Male,26-35,North,Premium,06/04/2025,23/10/2025,Smart TV,Low
U0485,Other,26-35,Central,Basic,13/09/2024,19/03/2025,Laptop,High
U0486,Female,26-35,South,Basic,14/12/2022,22/07/2023,Mobile,Low
U0487,Other,18-25,East,Free Trial,27/07/2024,01/05/2025,Mobile,Medium
U0488,Male,26-35,North,Premium,28/12/2025,01/09/2026,Laptop,Low
U0489,Female,36-50,North,Free Trial,29/11/2023,12/09/2024,Smart TV,Medium
U0490,Female,36-50,East,Premium,02/12/2024,27/11/2025,Tablet,Low
U0491,Male,36-50,North,Premium,14/05/2025,03/02/2026,Smart TV,Medium
U0492,Female,36-50,West,Basic,24/12/2023,28/10/2024,Laptop,Medium
U0493,Other,50+,North,Premium,06/02/2025,17/10/2025,Tablet,Medium
U0494,Other,26-35,West,Premium,11/01/2025,25/05/2025,Mobile,Medium
U0495,Other,50+,West,Premium,07/06/2024,30/11/2024,Tablet,Low
U0496,Female,26-35,North,Basic,19/02/2025,30/07/2025,Mobile,Medium
U0497,Male,26-35,South,Free Trial,27/03/2025,11/08/2025,Mobile,Low
U0498,Female,18-25,West,Basic,08/04/2025,17/10/2025,Smart TV,Low
U0499,Female,36-50,West,Basic,02/08/2023,26/02/2024,Laptop,Low
U0500,Female,18-25,Central,Free Trial,03/09/2024,10/07/2025,Smart TV,High
U0501,Male,50+,North,Premium,05/01/2022,07/12/2022,Smart TV,High
U0502,Male,18-25,South,Premium,02/08/2025,01/02/2026,Laptop,Medium
U0503,Male,26-35,South,Free Trial,23/10/2024,26/06/2025,Laptop,High
U0504,Other,50+,East,Free Trial,08/03/2024,02/01/2025,Smart TV,Low
U0505,Male,18-25,West,Free Trial,13/08/2023,12/04/2024,Smart TV,Low
U0506,Other,18-25,North,Premium,22/02/2025,12/09/2025,Tablet,Low
U0507,Female,18-25,North,Free Trial,24/04/2024,27/03/2025,Mobile,Medium
U0508,Other,36-50,South,Basic,06/04/2024,04/02/2025,Mobile,Low
U0509,Female,50+,East,Free Trial,02/08/2023,24/04/2024,Mobile,High
U0510,Other,18-25,West,Premium,09/02/2025,18/01/2026,Smart TV,Low
U0511,Male,18-25,East,Free Trial,05/09/2023,17/12/2023,Smart TV,Medium
U0512,Male,26-35,Central,Basic,18/06/2025,27/09/2025,Laptop,High
U0513,Female,18-25,East,Premium,18/10/2022,31/03/2023,Smart TV,Medium
U0514,Female,18-25,South,Free Trial,12/08/2025,22/05/2026,Smart TV,Medium
U0515,Other,26-35,West,Free Trial,05/11/2025,09/08/2026,Mobile,Low
U0516,Female,50+,Central,Free Trial,05/12/2023,07/06/2024,Laptop,Medium
U0517,Female,26-35,North,Basic,10/03/2022,02/07/2022,Smart TV,Medium
U0518,Other,50+,Central,Basic,07/12/2025,04/09/2026,Smart TV,Medium
U0519,Female,26-35,North,Premium,29/04/2025,14/11/2025,Tablet,Medium
U0520,Female,26-35,South,Basic,19/04/2023,06/12/2023,Mobile,Low
U0521,Other,50+,Central,Free Trial,14/01/2024,29/06/2024,Mobile,Medium
U0522,Male,36-50,West,Premium,23/01/2022,18/12/2022,Laptop,Medium
U0523,Male,18-25,East,Free Trial,13/04/2022,19/12/2022,Laptop,Low
U0524,Male,50+,South,Premium,17/03/2025,01/09/2025,Smart TV,High
U0525,Female,26-35,Central,Free Trial,03/02/2024,30/05/2024,Mobile,High
U0526,Other,18-25,West,Premium,29/05/2022,21/09/2022,Tablet,Medium
U0527,Female,50+,North,Premium,12/11/2022,16/02/2023,Smart TV,Medium
U0528,Other,50+,West,Premium,26/09/2024,25/01/2025,Laptop,Medium
U0529,Female,50+,West,Basic,02/01/2025,01/07/2025,Laptop,High
U0530,Female,36-50,West,Free Trial,02/02/2025,05/06/2025,Smart TV,High
U0531,Female,50+,South,Basic,20/12/2024,28/11/2025,Laptop,High
U0532,Male,18-25,South,Basic,09/07/2025,22/12/2025,Smart TV,Medium
U0533,Other,50+,South,Basic,14/12/2023,15/05/2024,Smart TV,Medium
U0534,Female,50+,Central,Free Trial,09/10/2025,27/01/2026,Tablet,Low
U0535,Other,36-50,Central,Premium,21/01/2024,20/04/2024,Mobile,High
U0536,Male,26-35,Central,Basic,22/02/2025,06/06/2025,Laptop,High
U0537,Female,50+,East,Basic,28/03/2024,09/10/2024,Mobile,High
U0538,Male,50+,South,Free Trial,03/10/2022,12/07/2023,Tablet,High
U0539,Male,26-35,East,Premium,13/10/2025,08/10/2026,Mobile,Low
U0540,Male,50+,North,Premium,08/02/2024,25/12/2024,Laptop,High
U0541,Other,50+,Central,Premium,28/06/2022,17/01/2023,Laptop,Low
U0542,Male,18-25,West,Basic,13/02/2025,18/08/2025,Tablet,Low
U0543,Female,50+,West,Basic,11/09/2023,25/01/2024,Tablet,High
U0544,Male,36-50,East,Premium,26/11/2023,13/04/2024,Laptop,Medium
U0545,Other,26-35,East,Free Trial,01/02/2025,27/12/2025,Tablet,Medium
U0546,Other,26-35,East,Premium,04/03/2022,17/06/2022,Mobile,Medium
U0547,Male,18-25,North,Free Trial,12/10/2025,07/05/2026,Smart TV,High
U0548,Other,18-25,North,Basic,14/11/2024,23/02/2025,Smart TV,Low
U0549,Other,50+,West,Free Trial,06/05/2024,11/03/2025,Tablet,Medium
U0550,Male,26-35,Central,Basic,26/05/2025,09/04/2026,Smart TV,Low
U0551,Male,36-50,East,Basic,22/01/2022,07/08/2022,Mobile,Medium
U0552,Other,50+,East,Premium,14/01/2024,17/08/2024,Smart TV,High
U0553,Male,26-35,Central,Free Trial,07/05/2025,31/12/2025,Mobile,Low
U0554,Female,26-35,West,Premium,26/01/2023,04/01/2024,Mobile,Low
U0555,Other,50+,Central,Premium,20/04/2025,01/11/2025,Smart TV,Medium
U0556,Other,50+,East,Basic,16/10/2022,13/05/2023,Tablet,Medium
U0557,Female,26-35,West,Premium,11/11/2023,04/06/2024,Tablet,Low
U0558,Male,26-35,Central,Premium,29/08/2023,04/05/2024,Tablet,High
U0559,Other,18-25,North,Basic,12/11/2022,08/05/2023,Smart TV,High
U0560,Male,50+,South,Basic,29/02/2024,18/09/2024,Smart TV,High
U0561,Other,36-50,Central,Free Trial,01/12/2024,05/03/2025,Tablet,Low
U0562,Female,26-35,North,Basic,23/08/2025,01/06/2026,Tablet,Low
U0563,Male,18-25,South,Premium,06/11/2022,26/08/2023,Smart TV,Medium
U0564,Male,36-50,North,Free Trial,24/09/2025,05/01/2026,Smart TV,High
U0565,Male,36-50,Central,Premium,24/09/2024,06/01/2025,Smart TV,Medium
U0566,Other,36-50,Central,Basic,22/03/2024,20/10/2024,Laptop,Low
U0567,Female,26-35,South,Free Trial,05/10/2024,28/05/2025,Smart TV,Medium
U0568,Male,36-50,North,Premium,12/07/2022,21/05/2023,Smart TV,Medium
U0569,Female,18-25,Central,Free Trial,02/08/2022,16/11/2022,Smart TV,Low
U0570,Female,50+,East,Premium,28/07/2023,04/06/2024,Tablet,Low
U0571,Female,50+,Central,Free Trial,17/07/2024,15/07/2025,Mobile,Medium
U0572,Male,18-25,West,Premium,06/06/2022,07/10/2022,Laptop,Medium
U0573,Female,36-50,West,Free Trial,02/12/2024,27/08/2025,Tablet,High
U0574,Female,36-50,West,Basic,26/01/2023,06/09/2023,Tablet,Medium
U0575,Other,50+,North,Premium,15/12/2023,09/08/2024,Laptop,High
U0576,Other,18-25,North,Basic,03/07/2023,16/12/2023,Tablet,Medium
U0577,Female,26-35,East,Premium,11/01/2022,21/06/2022,Laptop,High
U0578,Male,18-25,South,Basic,06/04/2025,21/12/2025,Smart TV,High
U0579,Male,50+,North,Premium,10/02/2024,06/09/2024,Smart TV,Low
U0580,Male,26-35,North,Premium,03/05/2023,22/03/2024,Tablet,Medium
U0581,Female,26-35,North,Premium,16/06/2024,11/01/2025,Laptop,Low
U0582,Female,18-25,Central,Free Trial,01/10/2022,31/05/2023,Tablet,High
U0583,Male,50+,North,Premium,14/08/2025,12/03/2026,Smart TV,High
U0584,Female,50+,East,Free Trial,18/08/2023,19/07/2024,Laptop,Medium
U0585,Male,18-25,Central,Basic,22/06/2022,15/12/2022,Mobile,Low
U0586,Female,18-25,South,Basic,04/09/2022,29/01/2023,Tablet,High
U0587,Female,26-35,South,Free Trial,06/03/2024,29/11/2024,Mobile,Low
U0588,Female,36-50,South,Free Trial,03/10/2025,25/02/2026,Tablet,High
U0589,Other,26-35,North,Free Trial,03/07/2022,05/11/2022,Laptop,Low
U0590,Other,26-35,West,Basic,30/07/2024,29/11/2024,Tablet,Low
U0591,Male,36-50,Central,Premium,13/02/2022,26/12/2022,Smart TV,Low
U0592,Other,18-25,Central,Free Trial,27/08/2025,23/05/2026,Mobile,High
U0593,Female,36-50,East,Free Trial,12/09/2025,07/04/2026,Smart TV,Low
U0594,Male,18-25,West,Premium,20/08/2022,23/01/2023,Smart TV,High
U0595,Female,26-35,East,Premium,19/10/2023,23/07/2024,Tablet,Medium
U0596,Male,50+,East,Free Trial,06/09/2025,25/12/2025,Tablet,Medium
U0597,Male,36-50,South,Basic,08/11/2024,16/09/2025,Tablet,Low
U0598,Male,36-50,West,Basic,09/05/2022,02/02/2023,Laptop,Low
U0599,Female,36-50,East,Premium,26/07/2022,24/12/2022,Tablet,High
U0600,Female,50+,South,Premium,01/12/2023,13/05/2024,Tablet,Low
U0601,Female,26-35,North,Free Trial,23/07/2022,02/07/2023,Tablet,Low
U0602,Female,36-50,Central,Free Trial,16/11/2025,24/03/2026,Laptop,Low
U0603,Female,26-35,South,Free Trial,26/03/2024,24/01/2025,Laptop,Low
U0604,Other,36-50,East,Premium,07/03/2023,21/07/2023,Mobile,Low
U0605,Other,36-50,South,Basic,10/05/2023,24/08/2023,Smart TV,Low
U0606,Other,26-35,West,Premium,22/02/2022,10/10/2022,Mobile,Medium
U0607,Female,18-25,East,Premium,27/07/2022,05/11/2022,Laptop,High
U0608,Female,36-50,Central,Premium,08/07/2022,06/07/2023,Laptop,Low
U0609,Male,26-35,Central,Basic,07/06/2024,27/04/2025,Tablet,High
U0610,Male,26-35,East,Basic,26/06/2022,10/01/2023,Tablet,High
U0611,Other,50+,West,Premium,31/07/2023,04/04/2024,Smart TV,High
U0612,Other,18-25,Central,Premium,26/02/2025,23/08/2025,Mobile,High
U0613,Other,36-50,West,Free Trial,29/04/2025,18/08/2025,Mobile,Low
U0614,Other,36-50,Central,Premium,01/07/2025,28/01/2026,Tablet,High
U0615,Other,26-35,South,Free Trial,10/05/2024,09/03/2025,Smart TV,High
U0616,Male,18-25,West,Free Trial,30/11/2023,05/11/2024,Mobile,High
U0617,Other,26-35,West,Premium,18/04/2023,25/02/2024,Laptop,High
U0618,Other,18-25,North,Free Trial,02/11/2025,09/09/2026,Mobile,High
U0619,Female,36-50,North,Free Trial,29/05/2023,25/02/2024,Smart TV,Medium
U0620,Female,18-25,Central,Premium,12/10/2023,01/05/2024,Mobile,Low
U0621,Female,18-25,North,Free Trial,17/09/2024,08/04/2025,Smart TV,High
U0622,Female,50+,East,Premium,22/02/2025,14/07/2025,Laptop,Low
U0623,Other,26-35,Central,Basic,28/08/2024,06/03/2025,Mobile,Medium
U0624,Male,18-25,East,Basic,30/05/2023,11/01/2024,Laptop,High
U0625,Female,26-35,Central,Premium,29/08/2025,01/01/2026,Laptop,Low
U0626,Other,36-50,West,Basic,12/02/2022,23/12/2022,Tablet,High
U0627,Female,36-50,Central,Premium,15/01/2022,20/09/2022,Mobile,Low
U0628,Other,26-35,East,Premium,12/01/2025,22/08/2025,Laptop,Low
U0629,Male,50+,West,Basic,06/09/2024,26/03/2025,Smart TV,High
U0630,Male,18-25,North,Premium,06/06/2023,13/04/2024,Mobile,Medium
U0631,Female,36-50,East,Premium,24/01/2022,26/11/2022,Mobile,Low
U0632,Female,18-25,West,Premium,13/08/2024,03/07/2025,Laptop,Medium
U0633,Male,26-35,East,Basic,02/06/2025,08/11/2025,Smart TV,Low
U0634,Male,26-35,South,Premium,14/07/2025,14/05/2026,Smart TV,Medium
U0635,Other,18-25,South,Free Trial,16/08/2024,17/02/2025,Tablet,Low
U0636,Male,36-50,North,Basic,20/07/2022,26/02/2023,Smart TV,Low
U0637,Male,50+,East,Basic,14/01/2022,06/09/2022,Mobile,High
U0638,Other,26-35,West,Basic,15/08/2024,09/08/2025,Laptop,Low
U0639,Male,26-35,South,Free Trial,14/01/2025,18/11/2025,Mobile,Medium
U0640,Other,18-25,Central,Free Trial,18/06/2024,04/01/2025,Tablet,Medium
U0641,Female,36-50,North,Basic,28/11/2022,23/08/2023,Mobile,Low
U0642,Other,36-50,North,Premium,31/08/2025,04/05/2026,Laptop,Low
U0643,Other,36-50,Central,Basic,03/05/2025,23/11/2025,Laptop,Low
U0644,Male,26-35,West,Basic,09/01/2022,16/09/2022,Mobile,Low
U0645,Other,26-35,East,Premium,24/03/2025,05/01/2026,Laptop,High
U0646,Male,18-25,East,Premium,22/06/2024,19/01/2025,Smart TV,Low
U0647,Other,36-50,South,Basic,23/10/2023,16/04/2024,Smart TV,Low
U0648,Other,18-25,West,Premium,02/01/2023,23/05/2023,Smart TV,High
U0649,Female,26-35,Central,Premium,29/03/2024,14/11/2024,Mobile,Low
U0650,Female,36-50,East,Free Trial,13/11/2025,29/10/2026,Mobile,High
U0651,Female,26-35,East,Free Trial,11/10/2023,03/04/2024,Tablet,Medium
U0652,Female,36-50,North,Free Trial,06/11/2025,26/04/2026,Laptop,Low
U0653,Female,18-25,North,Premium,04/02/2025,13/08/2025,Smart TV,Low
U0654,Other,18-25,Central,Premium,01/09/2024,02/02/2025,Mobile,Low
U0655,Other,36-50,South,Free Trial,15/10/2024,08/03/2025,Tablet,Low
U0656,Male,36-50,North,Premium,30/03/2022,19/10/2022,Laptop,Medium
U0657,Male,26-35,Central,Basic,18/10/2024,15/04/2025,Smart TV,Medium
U0658,Other,18-25,East,Premium,12/03/2024,08/03/2025,Mobile,High
U0659,Other,50+,North,Basic,05/08/2024,11/05/2025,Laptop,Low
U0660,Female,26-35,East,Basic,10/04/2023,16/02/2024,Tablet,Low
U0661,Other,26-35,South,Premium,25/03/2023,05/02/2024,Mobile,High
U0662,Female,26-35,Central,Premium,19/05/2024,10/10/2024,Smart TV,Medium
U0663,Other,18-25,East,Free Trial,25/08/2025,16/07/2026,Laptop,Medium
U0664,Other,50+,South,Premium,01/12/2022,01/10/2023,Laptop,Medium
U0665,Female,18-25,West,Premium,21/04/2025,01/08/2025,Tablet,Medium
U0666,Female,26-35,West,Basic,23/08/2023,10/01/2024,Smart TV,Medium
U0667,Female,18-25,South,Free Trial,17/12/2024,07/05/2025,Mobile,Medium
U0668,Other,50+,East,Basic,12/07/2023,25/12/2023,Smart TV,High
U0669,Male,18-25,South,Premium,18/09/2025,06/03/2026,Smart TV,High
U0670,Male,26-35,East,Free Trial,06/07/2025,10/06/2026,Smart TV,High
U0671,Male,26-35,West,Premium,04/04/2025,24/12/2025,Tablet,High
U0672,Female,26-35,East,Free Trial,01/04/2023,10/03/2024,Smart TV,High
U0673,Other,18-25,West,Basic,24/06/2025,13/11/2025,Tablet,Medium
U0674,Other,36-50,Central,Premium,28/01/2023,21/07/2023,Smart TV,Medium
U0675,Male,18-25,West,Free Trial,20/06/2025,13/05/2026,Laptop,Low
U0676,Male,36-50,East,Free Trial,21/06/2025,31/03/2026,Tablet,Medium
U0677,Male,26-35,Central,Free Trial,26/01/2024,18/06/2024,Mobile,Low
U0678,Other,26-35,North,Premium,15/02/2025,17/05/2025,Tablet,Medium
U0679,Other,50+,West,Basic,04/09/2023,11/07/2024,Laptop,High
U0680,Other,26-35,West,Basic,04/07/2022,22/04/2023,Laptop,Low
U0681,Female,18-25,Central,Premium,26/01/2022,03/08/2022,Tablet,Medium
U0682,Female,36-50,North,Free Trial,19/08/2022,27/06/2023,Laptop,High
U0683,Other,26-35,North,Premium,19/03/2024,04/08/2024,Mobile,Medium
U0684,Male,18-25,South,Free Trial,09/07/2022,15/12/2022,Smart TV,Medium
U0685,Other,26-35,Central,Basic,26/12/2025,20/08/2026,Laptop,High
U0686,Female,18-25,Central,Free Trial,08/03/2023,15/07/2023,Mobile,High
U0687,Other,18-25,Central,Basic,04/06/2023,06/03/2024,Laptop,Medium
U0688,Other,26-35,South,Free Trial,24/09/2025,13/07/2026,Tablet,Low
U0689,Female,50+,South,Basic,08/09/2023,02/09/2024,Mobile,Medium
U0690,Other,36-50,West,Basic,25/10/2024,29/05/2025,Tablet,Medium
U0691,Female,50+,West,Free Trial,26/04/2022,15/10/2022,Mobile,High
U0692,Male,50+,North,Basic,31/12/2024,12/10/2025,Tablet,High
U0693,Other,36-50,Central,Basic,16/04/2025,10/11/2025,Laptop,Medium
U0694,Other,26-35,West,Free Trial,05/11/2022,04/08/2023,Mobile,Medium
U0695,Other,50+,North,Free Trial,13/04/2022,10/09/2022,Mobile,Low
U0696,Male,26-35,South,Free Trial,10/11/2025,29/04/2026,Mobile,Medium
U0697,Female,26-35,South,Basic,21/02/2025,20/06/2025,Tablet,Low
