User_ID,Content_ID,Rating,Liked_Flag,Feedback_Category
U0470,C17401,1,N,Negative
U0966,C15086,3,Y,Neutral
U1423,C14618,3,N,Neutral
U1398,C11664,2,Y,Negative
U1062,C00323,5,Y,Positive
U0384,C10955,2,N,Negative
U1516,C13911,3,Y,Neutral
U0657,C16603,4,Y,Positive
U0615,C06513,3,Y,Neutral
U1291,C01111,5,Y,Positive
U0793,C13617,4,Y,Positive
U0361,C14155,1,N,Negative
U1653,C17619,4,Y,Positive
U1773,C06739,2,Y,Negative
U0198,C06836,2,N,Negative
U1292,C11693,1,Y,Negative
U0265,C16657,4,Y,Positive
U1890,C09249,5,Y,Positive
U0353,C03661,1,N,Negative
U1527,C14268,2,N,Negative
U0540,C16954,3,N,Neutral
U0707,C16927,1,Y,Negative
U0138,C00299,5,Y,Positive
U0821,C06390,4,Y,Positive
U1470,C07339,1,N,Negative
U1495,C04116,2,Y,Negative
U0554,C07318,3,Y,Neutral
U0496,C05897,1,Y,Negative
U0240,C00905,4,Y,Positive
U1728,C03038,5,Y,Positive
U1240,C11778,4,Y,Positive
U0407,C05780,3,N,Neutral
U0473,C03698,4,Y,Positive
U0364,C04460,5,Y,Positive
U0174,C17676,4,Y,Positive
U1614,C12631,5,Y,Positive
U0892,C02553,2,N,Negative
U0287,C11290,1,Y,Negative
U1686,C08505,5,Y,Positive
U1376,C02878,5,Y,Positive
U1503,C13814,1,Y,Negative
U0750,C01242,4,Y,Positive
U1296,C02611,2,N,Negative
U0661,C04342,4,Y,Positive
U1590,C05921,4,Y,Positive
U0663,C07636,3,N,Neutral
U1317,C00786,2,N,Negative
U1991,C15348,1,N,Negative
U0316,C08687,3,N,Neutral
U1004,C02045,1,N,Negative
U1489,C08622,1,Y,Negative
U0605,C15437,2,N,Negative
U1233,C10370,4,Y,Positive
U0588,C06961,1,N,Negative
U1324,C01270,5,Y,Positive
U0857,C15394,4,Y,Positive
U1503,C07134,3,N,Neutral
U0191,C00444,5,Y,Positive
U1476,C00067,4,Y,Positive
U1634,C13103,3,N,Neutral
U0116,C04410,4,Y,Positive
U1016,C04492,1,N,Negative
U0392,C13332,4,Y,Positive
U1848,C02307,5,Y,Positive
U0866,C15903,3,N,Neutral
U1129,C08391,4,Y,Positive
U1161,C16482,5,Y,Positive
U0205,C10743,5,Y,Positive
U1618,C04263,5,Y,Positive
U1711,C17068,4,Y,Positive
U0900,C16528,1,Y,Negative
U0678,C05834,2,N,Negative
U1413,C04026,3,Y,Neutral
U0939,C09948,1,Y,Negative
U1751,C01166,4,Y,Positive
U0736,C05011,4,Y,Positive
U0768,C01587,2,Y,Negative
U0512,C04616,4,Y,Positive
U1543,C07408,3,N,Neutral
U0409,C15371,4,Y,Positive
U0321,C03543,3,Y,Neutral
U1435,C16922,4,Y,Positive
U0964,C06317,1,N,Negative
U0272,C11589,3,N,Neutral
U0175,C09882,2,N,Negative
U1233,C02519,3,Y,Neutral
U0680,C15970,4,Y,Positive
U0417,C04970,1,N,Negative
U0774,C10990,2,Y,Negative
U0810,C02824,4,Y,Positive
U1537,C06442,3,Y,Neutral
U1738,C04086,4,Y,Positive
U0016,C16562,2,N,Negative
U0782,C02244,1,N,Negative
U1576,C13933,2,Y,Negative
U0644,C05569,4,Y,Positive
U1903,C00704,2,Y,Negative
U0331,C06868,3,N,Neutral
U1426,C03895,5,Y,Positive
U1403,C14746,3,N,Neutral
U1128,C06913,5,Y,Positive
U1574,C05015,1,N,Negative
U1063,C04015,2,Y,Negative
U1341,C15383,2,N,Negative
U1915,C08229,2,Y,Negative
U1248,C08600,5,Y,Positive
U0342,C12795,3,N,Neutral
U1052,C12276,5,Y,Positive
U0554,C06418,4,Y,Positive
U1360,C17217,3,N,Neutral
U1910,C06817,5,Y,Positive
U0588,C16928,2,N,Negative
U0545,C13547,2,Y,Negative
U1332,C17286,5,Y,Positive
U1166,C05822,3,N,Neutral
U0053,C13672,5,Y,Positive
U0406,C08693,2,Y,Negative
U0434,C05479,5,Y,Positive
U1146,C17265,1,N,Negative
U1853,C16521,1,Y,Negative
U0804,C03712,4,Y,Positive
U0218,C17463,2,N,Negative
U0262,C15496,2,N,Negative
U0003,C04251,2,Y,Negative
U0867,C08315,4,Y,Positive
U1088,C09611,4,Y,Positive
U0536,C08198,2,N,Negative
U0044,C12012,2,N,Negative
U1551,C04300,4,Y,Positive
U1764,C03112,3,N,Neutral
U0333,C11153,3,N,Neutral
U1139,C12656,2,N,Negative
U1532,C02327,5,Y,Positive
U0698,C13880,3,Y,Neutral
U1909,C09091,2,Y,Negative
U1230,C09999,4,Y,Positive
U0310,C01396,1,N,Negative
U1445,C13353,5,Y,Positive
U0906,C09744,4,Y,Positive
U0519,C02464,5,Y,Positive
U0179,C10113,4,Y,Positive
U1056,C08653,2,Y,Negative
U1090,C16864,1,N,Negative
U1020,C06147,3,Y,Neutral
U0731,C16814,3,N,Neutral
U0136,C14157,2,Y,Negative
U1782,C04972,2,N,Negative
U0520,C03632,5,Y,Positive
U0582,C05377,2,Y,Negative
U0247,C03996,1,N,Negative
U0762,C14286,1,Y,Negative
U1916,C00118,2,N,Negative
U0498,C17790,5,Y,Positive
U0143,C00635,5,Y,Positive
U1097,C15332,4,Y,Positive
U1123,C00308,3,Y,Neutral
U0373,C13314,5,Y,Positive
U0507,C01856,2,Y,Negative
U1751,C13819,1,Y,Negative
U0103,C15400,3,N,Neutral
U0524,C02806,5,Y,Positive
U1961,C01445,1,Y,Negative
U1743,C04478,5,Y,Positive
U0453,C16628,4,Y,Positive
U1500,C05432,3,N,Neutral
U1829,C16697,3,N,Neutral
U1955,C02983,5,Y,Positive
U1857,C03511,1,N,Negative
U1918,C05810,3,N,Neutral
U1245,C14069,1,Y,Negative
U1832,C12754,3,N,Neutral
U0722,C10578,4,Y,Positive
U0820,C04890,3,Y,Neutral
U0006,C15762,4,Y,Positive
U1619,C13260,5,Y,Positive
U1614,C07893,3,N,Neutral
U1107,C01567,1,Y,Negative
U1927,C11857,2,Y,Negative
U0593,C02770,1,Y,Negative
U0527,C09109,5,Y,Positive
U1176,C07421,1,N,Negative
U0401,C10199,1,N,Negative
U0436,C14458,1,Y,Negative
U1011,C14888,1,Y,Negative
U0825,C15491,2,Y,Negative
U1155,C08489,2,N,Negative
U1698,C08588,4,Y,Positive
U1574,C07153,1,Y,Negative
U0409,C16192,4,Y,Positive
U1600,C06218,5,Y,Positive
U1096,C08832,4,Y,Positive
U0544,C02258,5,Y,Positive
U0792,C02722,2,N,Negative
U1376,C17447,1,N,Negative
U0427,C08797,5,Y,Positive
U1673,C02877,3,N,Neutral
U1591,C15049,3,Y,Neutral
U0826,C16903,1,N,Negative
U0676,C02910,2,N,Negative
U1731,C06201,1,Y,Negative
U1317,C09079,2,N,Negative
U1917,C01625,2,N,Negative
U1483,C08671,3,Y,Neutral
U0858,C08062,2,N,Negative
U0606,C16178,5,Y,Positive
U1895,C03768,5,Y,Positive
U1546,C04580,3,Y,Neutral
U0150,C02318,5,Y,Positive
U0559,C08109,2,Y,Negative
U0774,C06457,2,N,Negative
U0987,C17709,5,Y,Positive
U0134,C09993,5,Y,Positive
U1054,C03530,2,Y,Negative
U0068,C08366,1,N,Negative
U1765,C10497,5,Y,Positive
U0729,C12387,3,Y,Neutral
U1972,C13964,2,N,Negative
U1063,C01025,2,N,Negative
U1937,C14199,3,Y,Neutral
U0928,C06855,2,Y,Negative
U0152,C11911,2,Y,Negative
U0150,C16445,2,N,Negative
U0409,C13997,3,Y,Neutral
U0123,C03459,4,Y,Positive
U0441,C10706,3,N,Neutral
U0534,C06032,2,N,Negative
U1945,C01316,4,Y,Positive
U0201,C02547,2,N,Negative
U1308,C15683,5,Y,Positive
U0362,C10716,2,Y,Negative
U0601,C13495,4,Y,Positive
U1544,C11632,2,N,Negative
U0643,C05156,5,Y,Positive
U1387,C14353,2,N,Negative
U0512,C15017,3,N,Neutral
U0560,C07060,5,Y,Positive
U0870,C04651,1,Y,Negative
U0680,C07449,2,N,Negative
U1130,C13275,3,N,Neutral
U0790,C02055,5,Y,Positive
U0313,C15055,1,Y,Negative
U1637,C15191,2,N,Negative
U0343,C16668,5,Y,Positive
U0681,C01189,5,Y,Positive
U1892,C07171,4,Y,Positive
U0537,C08689,4,Y,Positive
U0934,C08707,3,N,Neutral
U1943,C13208,3,Y,Neutral
U1566,C11205,2,N,Negative
U0563,C03289,2,Y,Negative
U0923,C15489,1,Y,Negative
U0496,C05956,5,Y,Positive
U1312,C06973,3,Y,Neutral
U0375,C01317,2,Y,Negative
U0385,C05506,3,Y,Neutral
U1865,C06437,4,Y,Positive
U1885,C15954,4,Y,Positive
U1291,C11799,1,N,Negative
U1040,C17155,1,Y,Negative
U1953,C01744,2,N,Negative
U0026,C12512,4,Y,Positive
U0052,C06454,1,Y,Negative
U1951,C15385,1,N,Negative
U0693,C17459,2,N,Negative
U1924,C05196,3,N,Neutral
U1530,C01009,3,N,Neutral
U1882,C15306,3,N,Neutral
U1590,C05644,2,Y,Negative
U1054,C00534,5,Y,Positive
U1924,C07178,5,Y,Positive
U0523,C16270,1,N,Negative
U0072,C15405,2,Y,Negative
U1294,C08358,3,Y,Neutral
U1355,C06915,1,N,Negative
U0246,C16720,5,Y,Positive
U0050,C13766,5,Y,Positive
U0725,C04498,5,Y,Positive
U0725,C12371,3,N,Neutral
U1474,C16927,3,Y,Neutral
U1032,C12466,3,N,Neutral
U0447,C06874,3,Y,Neutral
U0815,C17588,1,N,Negative
U1642,C03698,1,N,Negative
U0154,C05685,1,N,Negative
U1971,C15797,2,Y,Negative
U1412,C04500,4,Y,Positive
U1801,C03295,5,Y,Positive
U1555,C09829,4,Y,Positive
U1725,C04696,2,N,Negative
U0358,C17595,2,N,Negative
U1039,C03644,1,N,Negative
U1714,C01525,1,N,Negative
U1166,C14928,5,Y,Positive
U0998,C01311,1,N,Negative
U1865,C07469,4,Y,Positive
U1262,C02683,5,Y,Positive
U0462,C07364,1,Y,Negative
U0849,C07625,3,N,Neutral
U1656,C05878,2,Y,Negative
U0202,C04965,4,Y,Positive
U0122,C14762,3,Y,Neutral
U0113,C09859,3,Y,Neutral
U1088,C07336,2,Y,Negative
U1483,C07385,1,N,Negative
U1593,C05793,5,Y,Positive
U0842,C14980,1,Y,Negative
U0194,C00144,1,N,Negative
U0090,C01919,4,Y,Positive
U0497,C10534,4,Y,Positive
U0989,C01136,2,N,Negative
U1785,C14058,2,Y,Negative
U0025,C15664,3,Y,Neutral
U1720,C05484,4,Y,Positive
U0442,C03708,1,Y,Negative
U0758,C14248,4,Y,Positive
U0760,C01133,5,Y,Positive
U1622,C05451,4,Y,Positive
U0899,C15451,5,Y,Positive
U0010,C11742,3,N,Neutral
U0312,C15679,1,Y,Negative
U1791,C05714,3,Y,Neutral
U1307,C13266,1,N,Negative
U0433,C10941,5,Y,Positive
U0483,C08048,5,Y,Positive
U1647,C17655,4,Y,Positive
U0881,C16831,4,Y,Positive
U0753,C01283,2,N,Negative
U0718,C06353,1,N,Negative
U1277,C07663,3,Y,Neutral
U1044,C15176,5,Y,Positive
U0057,C17134,5,Y,Positive
U1985,C13495,3,N,Neutral
U1153,C10437,5,Y,Positive
U1108,C06581,4,Y,Positive
U1380,C06982,2,N,Negative
U1935,C13769,2,Y,Negative
U1785,C10290,1,Y,Negative
U1771,C03984,4,Y,Positive
U1761,C11728,2,N,Negative
U0821,C03150,3,Y,Neutral
U0165,C08021,1,Y,Negative
U1947,C07521,4,Y,Positive
U1819,C13979,1,Y,Negative
U0743,C05111,5,Y,Positive
U0539,C16091,3,N,Neutral
U1047,C05528,1,N,Negative
U1604,C06327,1,N,Negative
U0673,C11671,1,N,Negative
U1118,C05347,3,N,Neutral
U0743,C11744,2,N,Negative
U0098,C15983,5,Y,Positive
U0467,C14732,5,Y,Positive
U1663,C00321,5,Y,Positive
U1133,C06568,2,Y,Negative
U1488,C01149,1,N,Negative
U1305,C14207,1,Y,Negative
U1036,C04706,4,Y,Positive
U0926,C08862,5,Y,Positive
U1628,C15639,2,N,Negative
U1239,C15406,4,Y,Positive
U1377,C02318,2,N,Negative
U0171,C11482,1,Y,Negative
U1355,C16570,2,Y,Negative
U0586,C11299,3,N,Neutral
U1420,C01346,1,N,Negative
U0553,C14541,1,Y,Negative
U0793,C00797,4,Y,Positive
U0375,C16093,2,Y,Negative
U0946,C09450,3,N,Neutral
U1967,C01732,1,N,Negative
U0269,C14730,2,Y,Negative
U1798,C04248,4,Y,Positive
U1263,C07144,3,N,Neutral
U0123,C13164,5,Y,Positive
U0947,C14850,3,Y,Neutral
U1445,C05483,2,N,Negative
U0448,C12238,4,Y,Positive
U0701,C09090,4,Y,Positive
U1392,C17097,5,Y,Positive
U0305,C06605,4,Y,Positive
U0798,C07059,5,Y,Positive
U0587,C14195,3,N,Neutral
U1662,C03540,5,Y,Positive
U0103,C04140,2,Y,Negative
U0605,C10907,5,Y,Positive
U1781,C14949,4,Y,Positive
U0288,C10042,5,Y,Positive
U0488,C10072,2,N,Negative
U0988,C09234,1,Y,Negative
U0604,C10325,5,Y,Positive
U1706,C03885,1,N,Negative
U1179,C10283,3,N,Neutral
U1122,C01369,5,Y,Positive
U0485,C14008,3,N,Neutral
U1798,C08209,5,Y,Positive
U0433,C02831,5,Y,Positive
U1675,C10712,1,Y,Negative
U0761,C06848,1,Y,Negative
U1012,C08699,4,Y,Positive
U1856,C16473,1,Y,Negative
U1885,C07726,2,Y,Negative
U0479,C05965,2,N,Negative
U1171,C03350,1,Y,Negative
U0769,C15464,3,Y,Neutral
U1194,C09577,2,N,Negative
U0409,C05538,3,Y,Neutral
U0117,C07504,3,N,Neutral
U1458,C15959,3,N,Neutral
U1278,C13588,1,N,Negative
U1869,C02067,3,N,Neutral
U0307,C12346,1,N,Negative
U1889,C02281,1,Y,Negative
U0887,C17651,2,Y,Negative
U1871,C06997,2,N,Negative
U0006,C12251,2,N,Negative
U1786,C12021,2,Y,Negative
U1231,C15237,5,Y,Positive
U1240,C16780,3,N,Neutral
U1894,C01697,3,N,Neutral
U0795,C11600,5,Y,Positive
U1982,C01459,1,Y,Negative
U0896,C02676,2,Y,Negative
U1462,C12049,1,Y,Negative
U0085,C02858,1,N,Negative
U1752,C00080,5,Y,Positive
U0109,C03319,5,Y,Positive
U0766,C09445,2,Y,Negative
U0801,C00498,2,Y,Negative
U1086,C14631,2,N,Negative
U0980,C08527,1,N,Negative
U1765,C10659,5,Y,Positive
U0058,C08369,5,Y,Positive
U0597,C07378,5,Y,Positive
U0465,C11698,2,Y,Negative
U1537,C02519,5,Y,Positive
U1433,C08422,5,Y,Positive
U1555,C15186,3,N,Neutral
U1544,C10679,4,Y,Positive
U1977,C04484,3,Y,Neutral
U1510,C03685,2,Y,Negative
U0118,C09988,3,N,Neutral
U1252,C02484,3,Y,Neutral
U0336,C00516,1,Y,Negative
U0034,C11989,1,Y,Negative
U0519,C14531,3,N,Neutral
U1416,C06607,4,Y,Positive
U0562,C01844,3,Y,Neutral
U1033,C11067,3,Y,Neutral
U0481,C14243,4,Y,Positive
U0283,C15309,5,Y,Positive
U1432,C05262,1,Y,Negative
U0062,C03379,4,Y,Positive
U0765,C02818,3,Y,Neutral
U1804,C01051,4,Y,Positive
U0641,C03018,5,Y,Positive
U0403,C06453,3,N,Neutral
U0866,C08531,1,Y,Negative
U2000,C00446,2,N,Negative
U1102,C01789,3,Y,Neutral
U1927,C04817,4,Y,Positive
U0716,C12374,5,Y,Positive
U0120,C02763,4,Y,Positive
U1122,C08502,5,Y,Positive
U1200,C11704,1,N,Negative
U0283,C10890,1,Y,Negative
U0627,C11488,2,N,Negative
U1148,C06287,1,Y,Negative
U0462,C02853,3,Y,Neutral
U1066,C11554,1,Y,Negative
U0704,C13018,2,N,Negative
U0354,C12177,1,Y,Negative
U1932,C16291,3,N,Neutral
U0513,C01250,4,Y,Positive
U1284,C12899,3,Y,Neutral
U0165,C06240,1,Y,Negative
U0328,C12428,3,Y,Neutral
U0496,C03861,3,Y,Neutral
U1983,C06141,3,N,Neutral
U0441,C06713,4,Y,Positive
U0237,C14852,2,N,Negative
U1643,C10531,1,Y,Negative
U0442,C11005,1,N,Negative
U1650,C00246,3,N,Neutral
U0455,C09112,2,N,Negative
U1711,C12678,3,Y,Neutral
U0492,C10020,4,Y,Positive
U1783,C10494,3,Y,Neutral
U0014,C10647,4,Y,Positive
U1197,C12583,3,Y,Neutral
U1034,C04112,3,N,Neutral
U0075,C11557,2,N,Negative
U0801,C07714,4,Y,Positive
U1140,C04819,3,N,Neutral
U0530,C10891,1,N,Negative
U1362,C14210,5,Y,Positive
U1816,C04879,4,Y,Positive
U0640,C10506,4,Y,Positive
U1242,C09642,4,Y,Positive
U1185,C10570,2,Y,Negative
U1329,C05624,2,N,Negative
U0210,C04194,3,Y,Neutral
U1308,C05677,3,N,Neutral
U1277,C02452,3,Y,Neutral
U1163,C13359,3,N,Neutral
U1799,C14340,1,Y,Negative
U0779,C01394,2,N,Negative
U0964,C01592,2,Y,Negative
U1110,C04084,4,Y,Positive
U0194,C14919,5,Y,Positive
U1438,C11244,2,N,Negative
U0220,C05257,2,N,Negative
U1067,C12139,4,Y,Positive
U1029,C17342,5,Y,Positive
U0188,C12608,1,N,Negative
U0098,C06216,5,Y,Positive
U1574,C04811,3,Y,Neutral
U0199,C07290,4,Y,Positive
U0439,C12224,3,N,Neutral
U0372,C10511,2,Y,Negative
U0795,C09560,1,N,Negative
U1214,C11815,2,Y,Negative
U0255,C11856,3,N,Neutral
U1822,C16763,1,Y,Negative
U1926,C16925,5,Y,Positive
U0351,C07322,5,Y,Positive
U0298,C02721,5,Y,Positive
U0328,C04102,2,Y,Negative
U1755,C12585,5,Y,Positive
U0387,C06257,4,Y,Positive
U1039,C15454,1,N,Negative
U1359,C03435,5,Y,Positive
U0524,C04672,4,Y,Positive
U0383,C14343,5,Y,Positive
U1733,C01540,4,Y,Positive
U0410,C01985,1,N,Negative
U0253,C05787,4,Y,Positive
U1057,C09051,1,Y,Negative
U1397,C08087,1,Y,Negative
U1754,C13574,2,N,Negative
U0247,C11823,2,Y,Negative
U0723,C02904,5,Y,Positive
U1332,C02876,2,Y,Negative
U1611,C03269,5,Y,Positive
U1469,C14243,4,Y,Positive
U1948,C14684,5,Y,Positive
U0810,C10548,5,Y,Positive
U1383,C00435,2,N,Negative
U1585,C05847,5,Y,Positive
U1769,C12029,3,Y,Neutral
U1141,C09371,4,Y,Positive
U1550,C08822,5,Y,Positive
U0294,C13453,5,Y,Positive
U1442,C11043,2,Y,Negative
U0703,C10605,3,Y,Neutral
U1591,C10420,3,N,Neutral
U1534,C11352,2,Y,Negative
U1783,C10849,2,Y,Negative
U1236,C04613,5,Y,Positive
U0210,C11128,1,N,Negative
U1789,C07184,5,Y,Positive
U1794,C01769,5,Y,Positive
U1935,C16583,4,Y,Positive
U1187,C13620,3,N,Neutral
U0660,C02659,5,Y,Positive
U0880,C10702,3,Y,Neutral
U0552,C01793,4,Y,Positive
U0236,C12415,4,Y,Positive
U0265,C16532,4,Y,Positive
U1413,C00563,3,Y,Neutral
U1353,C05585,1,N,Negative
U1798,C01131,3,Y,Neutral
U1108,C01961,1,N,Negative
U0711,C07261,4,Y,Positive
U0196,C10259,2,Y,Negative
U0244,C09542,2,N,Negative
U1805,C11662,4,Y,Positive
U0775,C01063,3,Y,Neutral
U0637,C06002,5,Y,Positive
U0807,C05359,1,N,Negative
U1130,C08719,1,Y,Negative
U1959,C17360,4,Y,Positive
U1079,C15977,4,Y,Positive
U0148,C16654,5,Y,Positive
U1915,C01718,1,Y,Negative
U0034,C03965,2,N,Negative
U1468,C02295,4,Y,Positive
U1314,C11155,5,Y,Positive
U1096,C11271,4,Y,Positive
U1914,C15152,4,Y,Positive
U0600,C01182,1,N,Negative
U1547,C01239,2,Y,Negative
U1495,C03212,2,N,Negative
U0596,C15609,2,Y,Negative
U0629,C05656,2,Y,Negative
U0493,C17544,3,N,Neutral
U0330,C17110,2,N,Negative
U1302,C13746,4,Y,Positive
U1270,C05588,1,N,Negative
U0231,C03013,3,N,Neutral
U0568,C14837,1,Y,Negative
U0045,C15386,5,Y,Positive
U1563,C13952,2,N,Negative
U0500,C16606,2,N,Negative
U0592,C01526,1,N,Negative
U0767,C05713,2,N,Negative
U0405,C01285,2,N,Negative
U1868,C08316,1,Y,Negative
U1970,C15602,3,Y,Neutral
U1966,C05091,1,Y,Negative
U1234,C10919,4,Y,Positive
U1550,C10588,3,Y,Neutral
U0697,C13715,1,Y,Negative
U0957,C17179,1,N,Negative
U0955,C10647,5,Y,Positive
U1662,C14213,1,Y,Negative
U1906,C09072,3,Y,Neutral
U0132,C01284,1,Y,Negative
U0008,C16371,5,Y,Positive
U0035,C02533,1,N,Negative
U0286,C01780,1,Y,Negative
U1894,C02136,5,Y,Positive
U0084,C01716,3,Y,Neutral
U0086,C15814,1,Y,Negative
U0890,C16079,3,Y,Neutral
U0080,C01852,1,N,Negative
U1740,C12750,3,Y,Neutral
U1692,C10849,5,Y,Positive
U1253,C17254,5,Y,Positive
U0922,C05598,2,Y,Negative
U1584,C08684,1,Y,Negative
U0995,C02001,2,N,Negative
U1819,C04930,1,Y,Negative
U0960,C01111,5,Y,Positive
U1655,C10825,5,Y,Positive
U0869,C05599,1,N,Negative
U1484,C02629,3,N,Neutral
U0385,C12428,5,Y,Positive
U1284,C00176,2,Y,Negative
U1199,C11753,4,Y,Positive
U0503,C01196,2,Y,Negative
U0874,C04193,4,Y,Positive
U0111,C13926,1,N,Negative
U0856,C09089,2,Y,Negative
U0074,C16754,1,Y,Negative
U1988,C08069,2,N,Negative
U1900,C06107,4,Y,Positive
U0663,C03220,3,N,Neutral
U1112,C08647,5,Y,Positive
U0110,C06563,1,N,Negative
U1602,C10392,5,Y,Positive
U0680,C08360,5,Y,Positive
U0664,C02033,4,Y,Positive
U1525,C08640,2,N,Negative
U0372,C07667,4,Y,Positive
U1230,C03046,3,N,Neutral
U1455,C14466,5,Y,Positive
U0918,C06627,5,Y,Positive
U1154,C15068,1,N,Negative
U0838,C06898,5,Y,Positive
U1668,C03427,1,N,Negative
U0863,C07854,1,Y,Negative
U0923,C15474,5,Y,Positive
U1238,C06008,3,Y,Neutral
U0489,C08113,5,Y,Positive
U1731,C17049,1,N,Negative
U0022,C16581,3,N,Neutral
U0307,C16976,2,Y,Negative
U1402,C05378,2,Y,Negative
U1638,C16869,1,Y,Negative
U0779,C10680,3,N,Neutral
U0562,C12794,1,N,Negative
U0804,C13179,1,N,Negative
U0606,C10228,1,Y,Negative
U0534,C13168,2,N,Negative
U1396,C01069,2,Y,Negative
U0604,C17495,4,Y,Positive
U1478,C02136,5,Y,Positive
U1623,C01709,4,Y,Positive
U1140,C04080,1,N,Negative
U1333,C04451,5,Y,Positive
U1432,C05847,4,Y,Positive
U0701,C11619,2,Y,Negative
U0314,C11905,4,Y,Positive
U1411,C01714,1,Y,Negative
U0765,C03104,3,N,Neutral
U0025,C15929,2,Y,Negative
U1908,C14667,4,Y,Positive
U0580,C03392,5,Y,Positive
U1483,C12722,5,Y,Positive
U0202,C09485,2,N,Negative
U1628,C15677,2,Y,Negative
U0006,C14310,4,Y,Positive
U1755,C16603,1,Y,Negative
U1031,C00019,3,Y,Neutral
U0663,C04383,2,Y,Negative
U0536,C05365,2,N,Negative
U1007,C04078,4,Y,Positive
U1743,C11878,5,Y,Positive
U1008,C04745,2,Y,Negative
U1790,C13935,4,Y,Positive
U1315,C14932,2,N,Negative
U0891,C05609,2,N,Negative
U1767,C03459,3,N,Neutral
U0667,C09229,1,N,Negative
U1824,C12048,2,Y,Negative
U1344,C08601,2,N,Negative
U0402,C02930,1,Y,Negative
U0520,C15811,1,N,Negative
U1494,C02442,4,Y,Positive
U1565,C00067,1,Y,Negative
U1342,C01473,5,Y,Positive
U1705,C14182,1,Y,Negative
U1655,C07599,3,N,Neutral
U0171,C15639,4,Y,Positive
U0761,C01448,2,N,Negative
U0485,C16414,3,Y,Neutral
U0461,C06364,4,Y,Positive
U0333,C09807,5,Y,Positive
U1476,C09694,4,Y,Positive
U1751,C10719,4,Y,Positive
U1951,C00266,2,Y,Negative
U1477,C10104,3,Y,Neutral
U0519,C16240,2,Y,Negative
U0384,C12147,3,Y,Neutral
U1092,C01303,1,Y,Negative
U1329,C04440,2,N,Negative
U0997,C12643,5,Y,Positive
U0599,C06309,2,N,Negative
U0913,C01022,4,Y,Positive
U0098,C15258,3,N,Neutral
U1916,C10180,4,Y,Positive
U1008,C15153,2,Y,Negative
U0141,C12044,4,Y,Positive
U0677,C00064,1,Y,Negative
U1066,C17632,1,Y,Negative
U1453,C13912,2,Y,Negative
U0626,C09944,1,Y,Negative
U1524,C03169,2,N,Negative
U1101,C13027,1,Y,Negative
U0523,C01419,4,Y,Positive
U0552,C03369,2,Y,Negative
U0917,C13223,3,N,Neutral
U0093,C12055,3,N,Neutral
U0338,C10934,1,N,Negative
U0636,C05704,3,N,Neutral
U1859,C10757,4,Y,Positive
U1462,C02770,3,Y,Neutral
U0132,C05076,2,N,Negative
U0996,C09948,2,Y,Negative
U1069,C07817,2,Y,Negative
U0959,C14929,2,N,Negative
U1742,C03239,4,Y,Positive
U0646,C01658,1,Y,Negative
U0746,C04060,2,N,Negative
U1044,C07355,5,Y,Positive
U1408,C01672,2,N,Negative
U1164,C09459,3,N,Neutral
U1000,C00293,1,Y,Negative
U0658,C16074,2,N,Negative
U0271,C16951,4,Y,Positive
U0380,C11766,1,Y,Negative
U0970,C01866,3,N,Neutral
U1544,C11385,1,N,Negative
U1655,C07432,5,Y,Positive
U0413,C09193,3,Y,Neutral
U0735,C05541,3,N,Neutral
U0546,C15344,5,Y,Positive
U0677,C11847,3,N,Neutral
U1468,C14751,4,Y,Positive
U0730,C14343,1,Y,Negative
U1077,C08317,4,Y,Positive
U0562,C14174,3,Y,Neutral
U0732,C15088,4,Y,Positive
U0849,C06824,2,N,Negative
U1660,C03241,2,N,Negative
U1331,C13871,1,Y,Negative
U0039,C11113,2,N,Negative
U1153,C11613,1,N,Negative
U0467,C12232,1,N,Negative
U1284,C09313,1,Y,Negative
U1115,C06574,5,Y,Positive
U1044,C17404,3,N,Neutral
U0988,C14278,1,Y,Negative
U1231,C01754,1,Y,Negative
U0990,C09568,2,Y,Negative
U0576,C11495,2,Y,Negative
U1217,C07121,2,Y,Negative
U0418,C17518,4,Y,Positive
U0843,C12324,5,Y,Positive
U0215,C17476,4,Y,Positive
U0299,C05017,1,Y,Negative
U1856,C03734,1,N,Negative
U1120,C05597,3,Y,Neutral
U0965,C06326,4,Y,Positive
U0712,C12763,1,Y,Negative
U1071,C03144,1,Y,Negative
U0015,C15735,5,Y,Positive
U0375,C15899,4,Y,Positive
U1322,C14243,5,Y,Positive
U0909,C14648,1,N,Negative
U1000,C01691,4,Y,Positive
U1161,C09067,5,Y,Positive
U1413,C04235,3,Y,Neutral
U0794,C10401,5,Y,Positive
U0091,C00024,5,Y,Positive
U0200,C07777,2,N,Negative
U0391,C01594,3,N,Neutral
U0580,C01195,4,Y,Positive
U0481,C12493,4,Y,Positive
U1833,C08150,2,Y,Negative
U0613,C12125,4,Y,Positive
U0022,C15170,1,N,Negative
U0748,C00898,2,N,Negative
U1863,C09453,1,N,Negative
U1396,C13171,1,Y,Negative
U0566,C06171,3,N,Neutral
U1887,C14546,2,N,Negative
U1668,C17514,1,Y,Negative
U0722,C10821,1,N,Negative
U0556,C06863,3,N,Neutral
U1708,C06255,5,Y,Positive
U1105,C06400,1,N,Negative
U0405,C15539,5,Y,Positive
U1169,C10356,3,N,Neutral
U0209,C02214,4,Y,Positive
U0990,C08213,1,Y,Negative
U1804,C11662,1,Y,Negative
U1638,C05284,4,Y,Positive
