User_ID,Subscription_Type,Monthly_Fee,Renewal_Status,Churn_Flag
U0751,Free Trial,0,Renewed,0
U0752,Free Trial,0,Not Renewed,1
U0753,Basic,299,Not Renewed,1
U0754,Premium,599,Renewed,0
U0755,Free Trial,0,Renewed,0
U0756,Basic,299,Not Renewed,1
U0757,Free Trial,0,Not Renewed,1
U0758,Premium,599,Renewed,0
U0759,Basic,299,Renewed,0
U0760,Basic,299,Renewed,0
U0761,Basic,299,Renewed,0
U0762,Premium,599,Renewed,0
U0763,Premium,599,Renewed,0
U0764,Premium,599,Not Renewed,1
U0765,Free Trial,0,Not Renewed,1
U0766,Free Trial,0,Not Renewed,1
U0767,Basic,299,Renewed,0
U0768,Free Trial,0,Renewed,0
U0769,Premium,599,Renewed,0
U0770,Premium,599,Renewed,0
U0771,Free Trial,0,Renewed,0
U0772,Free Trial,0,Not Renewed,1
U0773,Basic,299,Renewed,0
U0774,Premium,599,Renewed,0
U0775,Premium,599,Renewed,0
U0776,Premium,599,Renewed,0
U0777,Premium,599,Not Renewed,1
U0778,Premium,599,Renewed,0
U0779,Free Trial,0,Renewed,0
U0780,Premium,599,Renewed,0
U0781,Basic,299,Not Renewed,1
U0782,Free Trial,0,Renewed,0
U0783,Basic,299,Renewed,0
U0784,Free Trial,0,Renewed,0
U0785,Basic,299,Not Renewed,1
U0786,Free Trial,0,Renewed,0
U0787,Basic,299,Not Renewed,1
U0788,Premium,599,Renewed,0
U0789,Premium,599,Renewed,0
U0790,Basic,299,Renewed,0
U0791,Basic,299,Renewed,0
U0792,Free Trial,0,Renewed,0
U0793,Basic,299,Not Renewed,1
U0794,Basic,299,Renewed,0
U0795,Premium,599,Renewed,0
U0796,Premium,599,Renewed,0
U0797,Basic,299,Not Renewed,1
U0798,Premium,599,Renewed,0
U0799,Free Trial,0,Not Renewed,1
U0800,Basic,299,Not Renewed,1
U0801,Free Trial,0,Not Renewed,1
U0802,Premium,599,Not Renewed,1
U0803,Free Trial,0,Renewed,0
U0804,Basic,299,Renewed,0
U0805,Free Trial,0,Renewed,0
U0806,Basic,299,Not Renewed,1
U0807,Premium,599,Renewed,0
U0808,Basic,299,Not Renewed,1
U0809,Basic,299,Renewed,0
U0810,Free Trial,0,Not Renewed,1
U0811,Premium,599,Renewed,0
U0812,Premium,599,Renewed,0
U0813,Premium,599,Renewed,0
U0814,Free Trial,0,Not Renewed,1
U0815,Free Trial,0,Not Renewed,1
U0816,Free Trial,0,Not Renewed,1
U0817,Free Trial,0,Renewed,0
U0818,Free Trial,0,Not Renewed,1
U0819,Basic,299,Renewed,0
U0820,Basic,299,Not Renewed,1
U0821,Basic,299,Not Renewed,1
U0822,Free Trial,0,Not Renewed,1
U0823,Basic,299,Renewed,0
U0824,Premium,599,Renewed,0
U0825,Basic,299,Not Renewed,1
U0826,Premium,599,Renewed,0
U0827,Free Trial,0,Renewed,0
U0828,Basic,299,Renewed,0
U0829,Free Trial,0,Not Renewed,1
U0830,Premium,599,Renewed,0
U0831,Free Trial,0,Not Renewed,1
U0832,Free Trial,0,Not Renewed,1
U0833,Premium,599,Renewed,0
U0834,Premium,599,Renewed,0
U0835,Premium,599,Renewed,0
U0836,Free Trial,0,Not Renewed,1
U0837,Free Trial,0,Not Renewed,1
U0838,Premium,599,Renewed,0
U0839,Free Trial,0,Not Renewed,1
U0840,Premium,599,Not Renewed,1
U0841,Free Trial,0,Not Renewed,1
U0842,Free Trial,0,Not Renewed,1
U0843,Basic,299,Not Renewed,1
U0844,Free Trial,0,Not Renewed,1
U0845,Free Trial,0,Not Renewed,1
U0846,Basic,299,Not Renewed,1
U0847,Free Trial,0,Not Renewed,1
U0848,Basic,299,Not Renewed,1
U0849,Premium,599,Renewed,0
U0850,Basic,299,Renewed,0
U0851,Free Trial,0,Not Renewed,1
U0852,Free Trial,0,Renewed,0
U0853,Basic,299,Renewed,0
U0854,Premium,599,Not Renewed,1
U0855,Free Trial,0,Not Renewed,1
U0856,Free Trial,0,Not Renewed,1
U0857,Basic,299,Renewed,0
U0858,Premium,599,Renewed,0
U0859,Free Trial,0,Not Renewed,1
U0860,Basic,299,Not Renewed,1
U0861,Basic,299,Not Renewed,1
U0862,Free Trial,0,Renewed,0
U0863,Free Trial,0,Not Renewed,1
U0864,Premium,599,Renewed,0
U0865,Free Trial,0,Not Renewed,1
U0866,Basic,299,Not Renewed,1
U0867,Free Trial,0,Not Renewed,1
U0868,Premium,599,Renewed,0
U0869,Premium,599,Renewed,0
U0870,Free Trial,0,Renewed,0
U0871,Basic,299,Renewed,0
U0872,Free Trial,0,Not Renewed,1
U0873,Free Trial,0,Not Renewed,1
U0874,Free Trial,0,Not Renewed,1
U0875,Free Trial,0,Not Renewed,1
U0876,Free Trial,0,Not Renewed,1
U0877,Basic,299,Not Renewed,1
U0878,Free Trial,0,Renewed,0
U0879,Free Trial,0,Not Renewed,1
U0880,Premium,599,Renewed,0
U0881,Basic,299,Renewed,0
U0882,Basic,299,Not Renewed,1
U0883,Free Trial,0,Renewed,0
U0884,Premium,599,Not Renewed,1
U0885,Premium,599,Renewed,0
U0886,Premium,599,Renewed,0
U0887,Free Trial,0,Not Renewed,1
U0888,Premium,599,Renewed,0
U0889,Basic,299,Renewed,0
U0890,Free Trial,0,Not Renewed,1
U0891,Premium,599,Renewed,0
U0892,Free Trial,0,Not Renewed,1
U0893,Basic,299,Renewed,0
U0894,Premium,599,Renewed,0
U0895,Free Trial,0,Renewed,0
U0896,Basic,299,Renewed,0
U0897,Basic,299,Renewed,0
U0898,Premium,599,Not Renewed,1
U0899,Free Trial,0,Renewed,0
U0900,Premium,599,Not Renewed,1
U0901,Free Trial,0,Renewed,0
U0902,Free Trial,0,Renewed,0
U0903,Free Trial,0,Not Renewed,1
U0904,Premium,599,Renewed,0
U0905,Basic,299,Renewed,0
U0906,Free Trial,0,Not Renewed,1
U0907,Free Trial,0,Not Renewed,1
U0908,Free Trial,0,Not Renewed,1
U0909,Free Trial,0,Not Renewed,1
U0910,Free Trial,0,Not Renewed,1
U0911,Basic,299,Not Renewed,1
U0912,Basic,299,Not Renewed,1
U0913,Free Trial,0,Not Renewed,1
U0914,Premium,599,Not Renewed,1
U0915,Premium,599,Renewed,0
U0916,Free Trial,0,Renewed,0
U0917,Free Trial,0,Not Renewed,1
U0918,Premium,599,Renewed,0
U0919,Basic,299,Not Renewed,1
U0920,Basic,299,Renewed,0
U0921,Basic,299,Not Renewed,1
U0922,Free Trial,0,Not Renewed,1
U0923,Premium,599,Renewed,0
U0924,Free Trial,0,Renewed,0
U0925,Basic,299,Not Renewed,1
U0926,Free Trial,0,Not Renewed,1
U0927,Premium,599,Renewed,0
U0928,Basic,299,Renewed,0
U0929,Free Trial,0,Not Renewed,1
U0930,Premium,599,Not Renewed,1
U0931,Premium,599,Not Renewed,1
U0932,Basic,299,Renewed,0
U0933,Free Trial,0,Not Renewed,1
U0934,Free Trial,0,Not Renewed,1
U0935,Basic,299,Renewed,0
U0936,Free Trial,0,Not Renewed,1
U0937,Free Trial,0,Renewed,0
U0938,Free Trial,0,Not Renewed,1
U0939,Basic,299,Renewed,0
U0940,Premium,599,Renewed,0
U0941,Free Trial,0,Renewed,0
U0942,Basic,299,Renewed,0
U0943,Free Trial,0,Not Renewed,1
U0944,Basic,299,Renewed,0
U0945,Free Trial,0,Not Renewed,1
U0946,Premium,599,Renewed,0
U0947,Basic,299,Renewed,0
U0948,Free Trial,0,Renewed,0
U0949,Premium,599,Not Renewed,1
U0950,Basic,299,Renewed,0
U0951,Basic,299,Renewed,0
U0952,Free Trial,0,Not Renewed,1
U0953,Premium,599,Not Renewed,1
U0954,Free Trial,0,Not Renewed,1
U0955,Premium,599,Renewed,0
U0956,Free Trial,0,Renewed,0
U0957,Free Trial,0,Not Renewed,1
U0958,Basic,299,Renewed,0
U0959,Premium,599,Renewed,0
U0960,Premium,599,Renewed,0
U0961,Premium,599,Renewed,0
U0962,Premium,599,Renewed,0
U0963,Free Trial,0,Not Renewed,1
U0964,Free Trial,0,Not Renewed,1
U0965,Basic,299,Renewed,0
U0966,Basic,299,Not Renewed,1
U0967,Free Trial,0,Not Renewed,1
U0968,Basic,299,Renewed,0
U0969,Premium,599,Renewed,0
U0970,Basic,299,Renewed,0
U0971,Free Trial,0,Renewed,0
U0972,Free Trial,0,Renewed,0
U0973,Free Trial,0,Renewed,0
U0974,Basic,299,Renewed,0
U0975,Premium,599,Renewed,0
U0976,Free Trial,0,Renewed,0
U0977,Premium,599,Renewed,0
U0978,Basic,299,Renewed,0
U0979,Basic,299,Renewed,0
U0980,Basic,299,Not Renewed,1
U0981,Basic,299,Renewed,0
U0982,Premium,599,Not Renewed,1
U0983,Premium,599,Renewed,0
U0984,Basic,299,Not Renewed,1
U0985,Premium,599,Renewed,0
U0986,Premium,599,Renewed,0
U0987,Free Trial,0,Renewed,0
U0988,Premium,599,Renewed,0
U0989,Free Trial,0,Not Renewed,1
U0990,Basic,299,Not Renewed,1
U0991,Free Trial,0,Not Renewed,1
U0992,Basic,299,Not Renewed,1
U0993,Basic,299,Not Renewed,1
U0994,Free Trial,0,Not Renewed,1
U0995,Premium,599,Renewed,0
U0996,Free Trial,0,Renewed,0
U0997,Free Trial,0,Not Renewed,1
U0998,Free Trial,0,Renewed,0
U0999,Premium,599,Renewed,0
U1000,Free Trial,0,Not Renewed,1
U1001,Premium,599,Renewed,0
U1002,Basic,299,Not Renewed,1
U1003,Basic,299,Renewed,0
U1004,Free Trial,0,Not Renewed,1
U1005,Premium,599,Renewed,0
U1006,Free Trial,0,Not Renewed,1
U1007,Free Trial,0,Renewed,0
U1008,Premium,599,Renewed,0
U1009,Premium,599,Not Renewed,1
U1010,Basic,299,Renewed,0
U1011,Premium,599,Renewed,0
U1012,Free Trial,0,Renewed,0
U1013,Basic,299,Not Renewed,1
U1014,Basic,299,Not Renewed,1
U1015,Free Trial,0,Not Renewed,1
U1016,Basic,299,Renewed,0
U1017,Premium,599,Not Renewed,1
U1018,Basic,299,Renewed,0
U1019,Basic,299,Renewed,0
U1020,Basic,299,Renewed,0
U1021,Premium,599,Not Renewed,1
U1022,Basic,299,Renewed,0
U1023,Free Trial,0,Renewed,0
U1024,Premium,599,Renewed,0
U1025,Basic,299,Renewed,0
U1026,Premium,599,Renewed,0
U1027,Free Trial,0,Not Renewed,1
U1028,Basic,299,Renewed,0
U1029,Free Trial,0,Renewed,0
U1030,Basic,299,Renewed,0
U1031,Basic,299,Not Renewed,1
U1032,Basic,299,Renewed,0
U1033,Basic,299,Not Renewed,1
U1034,Basic,299,Renewed,0
U1035,Free Trial,0,Not Renewed,1
U1036,Premium,599,Not Renewed,1
U1037,Free Trial,0,Not Renewed,1
U1038,Basic,299,Renewed,0
U1039,Basic,299,Renewed,0
U1040,Premium,599,Renewed,0
U1041,Basic,299,Not Renewed,1
U1042,Premium,599,Renewed,0
U1043,Free Trial,0,Renewed,0
U1044,Basic,299,Renewed,0
U1045,Premium,599,Renewed,0
U1046,Basic,299,Renewed,0
U1047,Premium,599,Renewed,0
U1048,Premium,599,Renewed,0
U1049,Free Trial,0,Not Renewed,1
U1050,Free Trial,0,Not Renewed,1
U1051,Free Trial,0,Renewed,0
U1052,Basic,299,Not Renewed,1
U1053,Basic,299,Renewed,0
U1054,Basic,299,Renewed,0
U1055,Free Trial,0,Not Renewed,1
U1056,Free Trial,0,Not Renewed,1
U1057,Free Trial,0,Renewed,0
U1058,Free Trial,0,Not Renewed,1
U1059,Basic,299,Not Renewed,1
U1060,Free Trial,0,Not Renewed,1
U1061,Premium,599,Not Renewed,1
U1062,Basic,299,Renewed,0
U1063,Free Trial,0,Renewed,0
U1064,Basic,299,Not Renewed,1
U1065,Free Trial,0,Renewed,0
U1066,Premium,599,Renewed,0
U1067,Premium,599,Renewed,0
U1068,Basic,299,Renewed,0
U1069,Free Trial,0,Not Renewed,1
U1070,Premium,599,Renewed,0
U1071,Basic,299,Renewed,0
U1072,Premium,599,Renewed,0
U1073,Premium,599,Renewed,0
U1074,Free Trial,0,Not Renewed,1
U1075,Premium,599,Renewed,0
U1076,Premium,599,Renewed,0
U1077,Basic,299,Not Renewed,1
U1078,Free Trial,0,Renewed,0
U1079,Free Trial,0,Renewed,0
U1080,Free Trial,0,Not Renewed,1
U1081,Free Trial,0,Renewed,0
U1082,Free Trial,0,Not Renewed,1
U1083,Free Trial,0,Renewed,0
U1084,Basic,299,Renewed,0
U1085,Basic,299,Renewed,0
U1086,Free Trial,0,Not Renewed,1
U1087,Premium,599,Renewed,0
U1088,Premium,599,Renewed,0
U1089,Premium,599,Renewed,0
U1090,Basic,299,Renewed,0
U1091,Basic,299,Renewed,0
U1092,Premium,599,Not Renewed,1
U1093,Basic,299,Renewed,0
U1094,Free Trial,0,Renewed,0
U1095,Free Trial,0,Not Renewed,1
U1096,Free Trial,0,Not Renewed,1
U1097,Basic,299,Renewed,0
U1098,Premium,599,Not Renewed,1
U1099,Basic,299,Renewed,0
U1100,Basic,299,Not Renewed,1
U1101,Free Trial,0,Not Renewed,1
U1102,Basic,299,Renewed,0
U1103,Free Trial,0,Not Renewed,1
U1104,Premium,599,Renewed,0
U1105,Basic,299,Not Renewed,1
U1106,Free Trial,0,Renewed,0
U1107,Basic,299,Not Renewed,1
U1108,Basic,299,Not Renewed,1
U1109,Basic,299,Not Renewed,1
U1110,Free Trial,0,Not Renewed,1
U1111,Basic,299,Not Renewed,1
U1112,Premium,599,Not Renewed,1
U1113,Premium,599,Not Renewed,1
U1114,Free Trial,0,Renewed,0
U1115,Free Trial,0,Not Renewed,1
U1116,Free Trial,0,Renewed,0
U1117,Free Trial,0,Renewed,0
U1118,Basic,299,Renewed,0
U1119,Basic,299,Not Renewed,1
U1120,Premium,599,Renewed,0
U1121,Premium,599,Renewed,0
U1122,Basic,299,Renewed,0
U1123,Premium,599,Renewed,0
U1124,Basic,299,Renewed,0
U1125,Basic,299,Renewed,0
U1126,Free Trial,0,Not Renewed,1
U1127,Free Trial,0,Renewed,0
U1128,Free Trial,0,Renewed,0
U1129,Premium,599,Renewed,0
U1130,Premium,599,Renewed,0
U1131,Free Trial,0,Not Renewed,1
U1132,Basic,299,Renewed,0
U1133,Premium,599,Renewed,0
U1134,Premium,599,Renewed,0
U1135,Basic,299,Renewed,0
U1136,Free Trial,0,Not Renewed,1
U1137,Basic,299,Not Renewed,1
U1138,Basic,299,Renewed,0
U1139,Free Trial,0,Not Renewed,1
U1140,Premium,599,Renewed,0
U1141,Basic,299,Not Renewed,1
U1142,Free Trial,0,Renewed,0
U1143,Free Trial,0,Renewed,0
U1144,Premium,599,Not Renewed,1
U1145,Premium,599,Renewed,0
U1146,Free Trial,0,Not Renewed,1
U1147,Basic,299,Renewed,0
U1148,Premium,599,Renewed,0
U1149,Premium,599,Renewed,0
U1150,Free Trial,0,Not Renewed,1
U1151,Premium,599,Not Renewed,1
U1152,Premium,599,Not Renewed,1
U1153,Premium,599,Renewed,0
U1154,Basic,299,Renewed,0
U1155,Premium,599,Renewed,0
U1156,Premium,599,Not Renewed,1
U1157,Free Trial,0,Renewed,0
U1158,Premium,599,Not Renewed,1
U1159,Free Trial,0,Not Renewed,1
U1160,Free Trial,0,Not Renewed,1
U1161,Premium,599,Not Renewed,1
U1162,Basic,299,Renewed,0
U1163,Basic,299,Not Renewed,1
U1164,Free Trial,0,Not Renewed,1
U1165,Premium,599,Not Renewed,1
U1166,Free Trial,0,Not Renewed,1
U1167,Basic,299,Not Renewed,1
U1168,Basic,299,Not Renewed,1
U1169,Free Trial,0,Not Renewed,1
U1170,Premium,599,Renewed,0
U1171,Premium,599,Renewed,0
U1172,Free Trial,0,Not Renewed,1
U1173,Free Trial,0,Not Renewed,1
U1174,Basic,299,Renewed,0
U1175,Premium,599,Renewed,0
U1176,Basic,299,Renewed,0
U1177,Basic,299,Not Renewed,1
U1178,Basic,299,Renewed,0
U1179,Basic,299,Not Renewed,1
U1180,Free Trial,0,Not Renewed,1
U1181,Free Trial,0,Not Renewed,1
U1182,Free Trial,0,Not Renewed,1
U1183,Free Trial,0,Not Renewed,1
U1184,Free Trial,0,Renewed,0
U1185,Basic,299,Renewed,0
U1186,Basic,299,Renewed,0
U1187,Premium,599,Renewed,0
U1188,Basic,299,Not Renewed,1
U1189,Basic,299,Not Renewed,1
U1190,Premium,599,Renewed,0
U1191,Free Trial,0,Renewed,0
U1192,Premium,599,Renewed,0
U1193,Basic,299,Renewed,0
U1194,Premium,599,Renewed,0
U1195,Premium,599,Renewed,0
U1196,Free Trial,0,Not Renewed,1
U1197,Premium,599,Renewed,0
U1198,Free Trial,0,Renewed,0
U1199,Premium,599,Not Renewed,1
U1200,Basic,299,Renewed,0
U1201,Basic,299,Renewed,0
U1202,Free Trial,0,Not Renewed,1
U1203,Free Trial,0,Not Renewed,1
U1204,Premium,599,Renewed,0
U1205,Free Trial,0,Not Renewed,1
U1206,Basic,299,Renewed,0
U1207,Basic,299,Renewed,0
U1208,Premium,599,Not Renewed,1
U1209,Basic,299,Renewed,0
U1210,Free Trial,0,Not Renewed,1
U1211,Free Trial,0,Renewed,0
U1212,Premium,599,Renewed,0
U1213,Free Trial,0,Not Renewed,1
U1214,Basic,299,Not Renewed,1
U1215,Basic,299,Renewed,0
U1216,Free Trial,0,Renewed,0
U1217,Basic,299,Renewed,0
U1218,Free Trial,0,Not Renewed,1
U1219,Free Trial,0,Renewed,0
U1220,Free Trial,0,Not Renewed,1
U1221,Premium,599,Renewed,0
U1222,Premium,599,Not Renewed,1
U1223,Free Trial,0,Not Renewed,1
U1224,Free Trial,0,Not Renewed,1
U1225,Premium,599,Renewed,0
U1226,Basic,299,Not Renewed,1
U1227,Basic,299,Renewed,0
U1228,Basic,299,Not Renewed,1
U1229,Premium,599,Not Renewed,1
U1230,Premium,599,Renewed,0
U1231,Free Trial,0,Not Renewed,1
U1232,Basic,299,Not Renewed,1
U1233,Premium,599,Renewed,0
U1234,Basic,299,Not Renewed,1
U1235,Free Trial,0,Not Renewed,1
U1236,Premium,599,Renewed,0
U1237,Free Trial,0,Not Renewed,1
U1238,Basic,299,Renewed,0
U1239,Basic,299,Renewed,0
U1240,Premium,599,Renewed,0
U1241,Free Trial,0,Not Renewed,1
U1242,Basic,299,Renewed,0
U1243,Premium,599,Renewed,0
U1244,Basic,299,Not Renewed,1
U1245,Free Trial,0,Not Renewed,1
U1246,Premium,599,Not Renewed,1
U1247,Free Trial,0,Not Renewed,1
U1248,Free Trial,0,Renewed,0
U1249,Free Trial,0,Renewed,0
U1250,Free Trial,0,Not Renewed,1
U1251,Premium,599,Renewed,0
U1252,Basic,299,Not Renewed,1
U1253,Premium,599,Renewed,0
U1254,Free Trial,0,Not Renewed,1
U1255,Basic,299,Renewed,0
U1256,Basic,299,Renewed,0
U1257,Premium,599,Renewed,0
U1258,Basic,299,Not Renewed,1
U1259,Basic,299,Renewed,0
U1260,Basic,299,Not Renewed,1
U1261,Free Trial,0,Not Renewed,1
U1262,Premium,599,Renewed,0
U1263,Premium,599,Renewed,0
U1264,Free Trial,0,Not Renewed,1
U1265,Free Trial,0,Not Renewed,1
U1266,Premium,599,Renewed,0
U1267,Free Trial,0,Renewed,0
U1268,Free Trial,0,Not Renewed,1
U1269,Basic,299,Not Renewed,1
U1270,Premium,599,Renewed,0
U1271,Basic,299,Renewed,0
U1272,Basic,299,Renewed,0
U1273,Free Trial,0,Renewed,0
U1274,Free Trial,0,Renewed,0
U1275,Free Trial,0,Not Renewed,1
U1276,Premium,599,Renewed,0
U1277,Premium,599,Renewed,0
U1278,Free Trial,0,Renewed,0
U1279,Premium,599,Renewed,0
U1280,Basic,299,Not Renewed,1
U1281,Basic,299,Not Renewed,1
U1282,Premium,599,Renewed,0
U1283,Basic,299,Renewed,0
U1284,Free Trial,0,Not Renewed,1
U1285,Basic,299,Renewed,0
U1286,Premium,599,Renewed,0
U1287,Free Trial,0,Not Renewed,1
U1288,Basic,299,Renewed,0
U1289,Basic,299,Renewed,0
U1290,Free Trial,0,Not Renewed,1
U1291,Free Trial,0,Not Renewed,1
U1292,Premium,599,Renewed,0
U1293,Basic,299,Not Renewed,1
U1294,Premium,599,Not Renewed,1
U1295,Premium,599,Renewed,0
U1296,Free Trial,0,Not Renewed,1
U1297,Free Trial,0,Not Renewed,1
U1298,Free Trial,0,Renewed,0
U1299,Premium,599,Renewed,0
U1300,Basic,299,Renewed,0
U1301,Basic,299,Not Renewed,1
U1302,Free Trial,0,Renewed,0
U1303,Basic,299,Renewed,0
U1304,Free Trial,0,Renewed,0
U1305,Premium,599,Renewed,0
U1306,Premium,599,Renewed,0
U1307,Basic,299,Renewed,0
U1308,Premium,599,Renewed,0
U1309,Free Trial,0,Not Renewed,1
U1310,Premium,599,Renewed,0
U1311,Free Trial,0,Not Renewed,1
U1312,Premium,599,Renewed,0
U1313,Premium,599,Renewed,0
U1314,Free Trial,0,Renewed,0
U1315,Free Trial,0,Renewed,0
U1316,Free Trial,0,Not Renewed,1
U1317,Basic,299,Renewed,0
U1318,Free Trial,0,Not Renewed,1
U1319,Basic,299,Not Renewed,1
U1320,Basic,299,Not Renewed,1
U1321,Basic,299,Renewed,0
U1322,Premium,599,Renewed,0
U1323,Basic,299,Renewed,0
U1324,Premium,599,Renewed,0
U1325,Premium,599,Renewed,0
U1326,Basic,299,Renewed,0
U1327,Basic,299,Renewed,0
U1328,Premium,599,Renewed,0
U1329,Free Trial,0,Not Renewed,1
U1330,Premium,599,Not Renewed,1
U1331,Premium,599,Not Renewed,1
U1332,Free Trial,0,Not Renewed,1
U1333,Free Trial,0,Not Renewed,1
U1334,Basic,299,Not Renewed,1
U1335,Basic,299,Renewed,0
U1336,Basic,299,Renewed,0
U1337,Free Trial,0,Not Renewed,1
U1338,Premium,599,Renewed,0
U1339,Premium,599,Renewed,0
U1340,Basic,299,Renewed,0
U1341,Premium,599,Renewed,0
U1342,Free Trial,0,Renewed,0
U1343,Basic,299,Renewed,0
U1344,Basic,299,Renewed,0
U1345,Premium,599,Renewed,0
U1346,Free Trial,0,Not Renewed,1
U1347,Premium,599,Not Renewed,1
U1348,Basic,299,Renewed,0
U1349,Premium,599,Renewed,0
U1350,Premium,599,Renewed,0
U1351,Free Trial,0,Not Renewed,1
U1352,Free Trial,0,Not Renewed,1
U1353,Premium,599,Not Renewed,1
U1354,Premium,599,Renewed,0
U1355,Free Trial,0,Renewed,0
U1356,Free Trial,0,Not Renewed,1
U1357,Free Trial,0,Not Renewed,1
U1358,Basic,299,Renewed,0
U1359,Premium,599,Renewed,0
U1360,Premium,599,Renewed,0
U1361,Free Trial,0,Not Renewed,1
U1362,Basic,299,Not Renewed,1
U1363,Premium,599,Renewed,0
U1364,Free Trial,0,Not Renewed,1
U1365,Free Trial,0,Not Renewed,1
U1366,Free Trial,0,Not Renewed,1
U1367,Free Trial,0,Not Renewed,1
U1368,Basic,299,Renewed,0
U1369,Premium,599,Renewed,0
U1370,Premium,599,Renewed,0
U1371,Premium,599,Renewed,0
U1372,Premium,599,Renewed,0
U1373,Premium,599,Renewed,0
U1374,Free Trial,0,Renewed,0
U1375,Basic,299,Not Renewed,1
U1376,Free Trial,0,Renewed,0
U1377,Basic,299,Not Renewed,1
U1378,Premium,599,Not Renewed,1
U1379,Premium,599,Renewed,0
U1380,Basic,299,Renewed,0
U1381,Free Trial,0,Not Renewed,1
U1382,Free Trial,0,Not Renewed,1
U1383,Premium,599,Renewed,0
U1384,Free Trial,0,Not Renewed,1
U1385,Premium,599,Renewed,0
U1386,Premium,599,Renewed,0
U1387,Free Trial,0,Not Renewed,1
U1388,Basic,299,Renewed,0
U1389,Premium,599,Renewed,0
U1390,Premium,599,Renewed,0
U1391,Basic,299,Renewed,0
U1392,Basic,299,Renewed,0
U1393,Basic,299,Renewed,0
U1394,Basic,299,Renewed,0
U1395,Free Trial,0,Not Renewed,1
U1396,Basic,299,Renewed,0
U1397,Premium,599,Not Renewed,1
U1398,Basic,299,Not Renewed,1
U1399,Premium,599,Renewed,0
U1400,Free Trial,0,Not Renewed,1
U1401,Free Trial,0,Not Renewed,1
U1402,Basic,299,Renewed,0
U1403,Free Trial,0,Not Renewed,1
U1404,Basic,299,Renewed,0
U1405,Free Trial,0,Not Renewed,1
U1406,Basic,299,Renewed,0
U1407,Free Trial,0,Not Renewed,1
U1408,Premium,599,Renewed,0
U1409,Premium,599,Renewed,0
U1410,Basic,299,Not Renewed,1
U1411,Free Trial,0,Not Renewed,1
U1412,Free Trial,0,Renewed,0
U1413,Free Trial,0,Not Renewed,1
U1414,Free Trial,0,Not Renewed,1
U1415,Basic,299,Not Renewed,1
U1416,Basic,299,Renewed,0
U1417,Premium,599,Renewed,0
U1418,Free Trial,0,Not Renewed,1
U1419,Basic,299,Renewed,0
U1420,Free Trial,0,Not Renewed,1
U1421,Premium,599,Renewed,0
U1422,Free Trial,0,Not Renewed,1
U1423,Free Trial,0,Not Renewed,1
U1424,Free Trial,0,Renewed,0
U1425,Premium,599,Renewed,0
U1426,Free Trial,0,Renewed,0
U1427,Premium,599,Renewed,0
U1428,Basic,299,Not Renewed,1
U1429,Premium,599,Renewed,0
U1430,Free Trial,0,Not Renewed,1
U1431,Premium,599,Renewed,0
U1432,Premium,599,Renewed,0
U1433,Premium,599,Renewed,0
U1434,Premium,599,Renewed,0
U1435,Basic,299,Renewed,0
U1436,Basic,299,Renewed,0
U1437,Premium,599,Renewed,0
U1438,Basic,299,Not Renewed,1
U1439,Basic,299,Not Renewed,1
U1440,Basic,299,Not Renewed,1
U1441,Premium,599,Renewed,0
U1442,Free Trial,0,Not Renewed,1
U1443,Premium,599,Renewed,0
U1444,Free Trial,0,Renewed,0
U1445,Free Trial,0,Renewed,0
U1446,Free Trial,0,Not Renewed,1
U1447,Basic,299,Not Renewed,1
U1448,Free Trial,0,Not Renewed,1
U1449,Free Trial,0,Renewed,0
U1450,Basic,299,Renewed,0
U1451,Basic,299,Not Renewed,1
U1452,Basic,299,Renewed,0
U1453,Premium,599,Renewed,0
U1454,Premium,599,Renewed,0
U1455,Free Trial,0,Not Renewed,1
U1456,Premium,599,Renewed,0
U1457,Basic,299,Renewed,0
U1458,Free Trial,0,Not Renewed,1
U1459,Free Trial,0,Renewed,0
U1460,Free Trial,0,Renewed,0
U1461,Premium,599,Renewed,0
U1462,Basic,299,Not Renewed,1
U1463,Basic,299,Renewed,0
U1464,Free Trial,0,Not Renewed,1
U1465,Free Trial,0,Not Renewed,1
U1466,Premium,599,Not Renewed,1
U1467,Basic,299,Renewed,0
U1468,Premium,599,Renewed,0
U1469,Basic,299,Renewed,0
U1470,Free Trial,0,Not Renewed,1
U1471,Free Trial,0,Not Renewed,1
U1472,Premium,599,Renewed,0
U1473,Free Trial,0,Renewed,0
U1474,Basic,299,Renewed,0
U1475,Basic,299,Renewed,0
U1476,Premium,599,Renewed,0
U1477,Free Trial,0,Not Renewed,1
U1478,Premium,599,Renewed,0
U1479,Basic,299,Renewed,0
U1480,Basic,299,Not Renewed,1
U1481,Free Trial,0,Not Renewed,1
U1482,Free Trial,0,Not Renewed,1
U1483,Basic,299,Not Renewed,1
U1484,Free Trial,0,Not Renewed,1
U1485,Basic,299,Renewed,0
U1486,Premium,599,Renewed,0
U1487,Free Trial,0,Not Renewed,1
U1488,Premium,599,Not Renewed,1
U1489,Basic,299,Not Renewed,1
U1490,Premium,599,Renewed,0
U1491,Basic,299,Not Renewed,1
U1492,Premium,599,Renewed,0
U1493,Free Trial,0,Renewed,0
U1494,Basic,299,Renewed,0
U1495,Free Trial,0,Renewed,0
U1496,Premium,599,Renewed,0
U1497,Premium,599,Renewed,0
U1498,Premium,599,Renewed,0
U1499,Basic,299,Not Renewed,1
U1500,Premium,599,Not Renewed,1
